"","orden_de_gobierno","siglas_de_la_institucion","institucion","clave_de_la_uc","nombre_de_la_uc","responsable_de_la_uc","codigo_del_expediente","titulo_del_expediente","plantilla_del_expediente","fundamento_legal","numero_del_procedimiento","fecha_de_fallo","fecha_de_publicacion","fecha_de_apertura","caracter_del_procedimiento","tipo_de_contratacion","tipo_de_procedimiento","forma_de_participacion","codigo_del_contrato","num_de_control_del_contrato","titulo_del_contrato","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","importe_del_contrato","moneda_del_contrato","estatus_del_contrato","convenio_modificatorio","clave_del_programa_federal","fecha_de_firma_del_contrato","contrato_marco","compra_consolidada","contrato_plurianual","clave_de_cartera_shcp","folio_en_el_rupc","rfc","proveedor_o_contratista","estratificacion_de_la_empresa","clave_del_pais_de_la_empresa","rfc_verificado_en_el_sat","credito_externo","organismo_financiero","direccion_del_anuncio","d_fallo","d_publicacion","d_apertura","d_inicio_del_contrato","d_fin_del_contrato","d_firma_del_contrato","dd_pub_y_aper","dd_pub_y_fallo","dd_aper_y_fallo","p_exp","p_con","quinced"
"195","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1966748","2018-111-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"1738855.52","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"654","DIM010319S79","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
"196","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1966691","2018-113-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"1270.4","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"187","PEG860506CT9","PEGO, S.A. DE C.V.","Pequeña","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
"197","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1966702","LA-114-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"1986.55","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3715","PIS090420239","PRODUCTOS E INSUMOS PARA LA SALUD SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
"198","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1966709","2018-115-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"256189.92","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3633","RAL9206115U8","RALCA, S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
"199","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1966509","2018-109-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"781869.01","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"200","CPI8908013SA","COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
"200","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1966518","2018-112-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"29202","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3708","MNE0409226K9","Marcas Nestle","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
"201","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1966344","2018-110-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"21676.08","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"177","IME990322288","COMPAÑIA INTERNACIONAL MEDICA S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
"202","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1829239","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E173-2018",2018-11-27,2018-11-28 16:12:00,2018-11-23 10:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1967259","SRM/012/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"591405","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"434","GFE061004F65","GRUPO FARMACOS ESPECIALIZADOS SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1591609","martes","miércoles","viernes","miércoles","martes",NA,-5,-2,4,5,2,1
"203","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1829239","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E173-2018",2018-11-27,2018-11-28 16:12:00,2018-11-23 10:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1967287","SRM/013/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"1354620","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"654","DIM010319S79","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1591609","martes","miércoles","viernes","miércoles","martes",NA,-5,-2,4,5,2,1
"204","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1829239","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E173-2018",2018-11-27,2018-11-28 16:12:00,2018-11-23 10:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1967172","SRM/010/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"1623078","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"200","CPI8908013SA","COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1591609","martes","miércoles","viernes","miércoles","martes",NA,-5,-2,4,5,2,1
"205","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1829239","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E173-2018",2018-11-27,2018-11-28 16:12:00,2018-11-23 10:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1967209","SRM/011/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"170590.5","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"177","IME990322288","COMPAÑIA INTERNACIONAL MEDICA S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1591609","martes","miércoles","viernes","miércoles","martes",NA,-5,-2,4,5,2,1
"206","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1831556","LICITACIÓN PÚBLICA INTERNACIONAL BAJO COBERTURA DE TLC DE BIENES TERAPÉUTICOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E174-2018",2018-11-30,2018-12-03 11:55:00,2018-11-22 10:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1969586","SRM/014/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"3571.7","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,NA,"LBR990311Q29","LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1593329","viernes","lunes","jueves","miércoles","martes",NA,-11,-3,8,9,2,1
"207","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1831650","AA-050GYR014-E496-2018 TRASLADO DE PACIENTES ENE-FEB 2019(INFORMATIVA)","05. Adjudicación Directa LAASSP","Art. 41 fr. V","AA-050GYR014-E496-2018",NA,2018-12-04 09:42:00,2018-11-30 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1972816","VIAJES TURISTICOS VERACRUZ SA DE CV","S8M0387",2019-01-01,2019-02-28,"856249.14","MXN","Activo","0",NA,2018-12-06,"No se utilizó el Contrato Marco","0","0",NA,NA,"VTV911001NK3","VIAJES TURISTICOS VERACRUZ SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1593967",NA,"martes","viernes","martes","jueves","jueves",-4,NA,NA,5,0,1
"208","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1831650","AA-050GYR014-E496-2018 TRASLADO DE PACIENTES ENE-FEB 2019(INFORMATIVA)","05. Adjudicación Directa LAASSP","Art. 41 fr. V","AA-050GYR014-E496-2018",NA,2018-12-04 09:42:00,2018-11-30 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1972824","AUTOBUSES PACIFICO SUR","S8M0388",2019-01-01,2019-02-28,"611581.03","MXN","Activo","0",NA,2018-12-06,"No se utilizó el Contrato Marco","0","0",NA,"13466","APS050122TW0","AUTOBUSES PACIFICO SUR","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1593967",NA,"martes","viernes","martes","jueves","jueves",-4,NA,NA,5,0,1
"209","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1831650","AA-050GYR014-E496-2018 TRASLADO DE PACIENTES ENE-FEB 2019(INFORMATIVA)","05. Adjudicación Directa LAASSP","Art. 41 fr. V","AA-050GYR014-E496-2018",NA,2018-12-04 09:42:00,2018-11-30 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1972828","PULLMAN DE CHIAPAS SA DE CV","S8M0389",2019-01-01,2019-02-28,"325837.93","MXN","Activo","0",NA,2018-12-06,"No se utilizó el Contrato Marco","0","0",NA,"20873","PCI931006TA2","PULLMAN DE CHIAPAS SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1593967",NA,"martes","viernes","martes","jueves","jueves",-4,NA,NA,5,0,1
"210","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR014","IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014","MARIA DEL CARMEN OJEDA LOPEZ","1831819","AA-050GYR014-E497-2018 LECTURA DE DOSIMETROS (INFORMATIVA)","05. Adjudicación Directa LAASSP","Art. 41 fr. V","AA-050GYR014-E497-2018",NA,2018-12-05 10:55:00,2018-11-30 10:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Presencial","1971941","GALILEO ARMANDO MUÑOZ MARTINEZ","S8M0390",2019-01-01,2019-02-28,"25750","MXN","Activo","0",NA,2018-12-05,"No se utilizó el Contrato Marco","0","0",NA,"307033",NA,"GALILEO ARMANDO MUÑOZ MARTINEZ","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594868",NA,"miércoles","viernes","martes","jueves","miércoles",-5,NA,NA,4,0,1
"211","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR085","IMSS-Centro Vacacional IMSS Oaxtepec #050GYR085","Jaime de Jesús	 Gómez Roch","1833091","SERVICIO DE FOTOCOPIADO PARA EL EJERCICIO 2019","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR085-E62-2018",NA,2018-12-05 11:44:00,2018-11-09 11:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1971576","CVO/S09/2018","SERVICIO DE FOTOCOPIADO PARA EL EJERCICIO 2019",2019-01-01,2019-12-31,"60344.82","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"150701","CSG071031568","COPIADORAS Y SERVICIOS GRUPO JESA SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594732",NA,"miércoles","viernes","martes","martes",NA,-26,NA,NA,6,6,1
"212","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR085","IMSS-Centro Vacacional IMSS Oaxtepec #050GYR085","Jaime de Jesús	 Gómez Roch","1833106","ADQUISICIÓN DE AGUA EMBOTELLADA DE 500 MLTS Y DE GARRAFON DE 19 LTS EJERC.. 2019","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR085-E63-2018",NA,2018-12-04 21:04:00,2018-11-09 11:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Presencial","1971623","CVO/AD/17/2018","ADQUISICIÓN DE AGUA EMBOTELLADA DE 500 MLTS Y DE GARRAFON DE 19 LTS EJERC. 2019",2019-01-01,2019-12-31,"191224","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"185002","RMO6910036M2","REFRIGERACION DE MORELOS SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594756",NA,"martes","viernes","martes","martes",NA,-25,NA,NA,14,14,1
"213","APF","FIT","Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.","009J3L001","FIT-GERENCIA DE ADQUISICIONES, RECURSOS MATERIALES Y OBRA PUBLICA #009J3L001","ADÁN AGUERO RODRÍGUEZ","1833758","ADQUISICIÓN Y SUMINISTRO DE ARENA SILICA PARA LOCOMOTORAS A TRAVES DE PEDIDO ABI","05. Adjudicación Directa LAASSP","Art. 42 párrafo segundo","AA-009J3L001-E1-2019",NA,2018-12-05 15:52:00,2018-12-05 10:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Electrónica","1972421","GARMOP-CHM-N-02-2019","ADQUISICIÓN Y SUMINISTRO DE ARENA SILICA PARA LOCOMOTORAS A TRAVÉS DE PEDIDO ABIERTO",2019-01-01,2019-04-30,"1039591","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"CSA0602278U4","CORPORACION SAYULA SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1595456",NA,"miércoles","miércoles","martes","martes",NA,0,NA,NA,12,12,1
"214","APF","TFJA","Tribunal Federal de Justicia Administrativa","032000001","TFJA-Dirección General de Recursos Materiales y Servicios Generales #032000001","Olivia Castañeda Zarco","1833797","Servicio Profesional de Limpieza Integral y Habilitación de Artículos Sanitarios","05. Adjudicación Directa LAASSP","Art. 42 párrafo quinto","AA-032000001-E281-2018",NA,2018-12-05 17:30:00,2018-12-05 12:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1972440","TFJA-SOA-DGRMSG-SRP-04/2018","SERVICIO PROFESIONAL DE LIMPIEZA Y HABILITACIÓN DE ARTÍCULOS SANITARIOS PARA LA SALA REGIONAL DEL PACÍFICO",2019-01-01,2019-12-31,"372411.84","MXN","Activo","0",NA,2018-12-20,"No se utilizó el Contrato Marco","0","0",NA,NA,"SIL160428BG5","SILIMPA SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1595500",NA,"miércoles","miércoles","martes","martes","jueves",0,NA,NA,9,14,1
"215","APF","HRAEI","Hospital Regional de Alta Especialidad de Ixtapaluca","012NBU999","HRAEI-Hospital Regional de Alta Especialidad de Ixtapaluca #012NBU999","Jesús Antonio Alcaraz Granados","1834342","ADQUISICIÓN DE BIENES TERAPEÚTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBU999-E70-2018",2018-11-07,2018-12-06 15:39:00,2018-10-26 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1973131","HRAEI-LPN-074-2018","ADQUISICIÓN DE BIENES TERAPEÚTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS",2019-01-01,2019-12-31,"1661","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"434","GFE061004F65","GRUPO FARMACOS ESPECIALIZADOS SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1596139","miércoles","jueves","viernes","martes","martes","jueves",-41,-30,12,10,15,1
"216","APF","HRAEI","Hospital Regional de Alta Especialidad de Ixtapaluca","012NBU999","HRAEI-Hospital Regional de Alta Especialidad de Ixtapaluca #012NBU999","Jesús Antonio Alcaraz Granados","1834342","ADQUISICIÓN DE BIENES TERAPEÚTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBU999-E70-2018",2018-11-07,2018-12-06 15:39:00,2018-10-26 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1973106","HRAEI-LPN-073-2018","ADQUISICIÓN DE BIENES TERAPEÚTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS",2019-01-01,2019-12-31,"528700","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"654","DIM010319S79","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1596139","miércoles","jueves","viernes","martes","martes","jueves",-41,-30,12,10,15,1
"217","APF","HRAEI","Hospital Regional de Alta Especialidad de Ixtapaluca","012NBU999","HRAEI-Hospital Regional de Alta Especialidad de Ixtapaluca #012NBU999","Jesús Antonio Alcaraz Granados","1834482","ADQUISICIÓN DE BIENES TERAPEÚTICOS DE LOS GRUPOS 010 MEDICAMENTOS Y 040 ESTUPEFA","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBU999-E71-2018",2018-11-27,2018-12-06 15:44:00,2018-11-23 10:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1973181","HRAEI-LPN-076-2018","ADQUISICIÓN DE BIENES TERAPEÚTICOS DE LOS GRUPOS 010 MEDICAMENTOS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS",2019-01-01,2019-12-31,"180000","MXN","Activo","0",NA,2018-11-28,"No se utilizó el Contrato Marco","1","0",NA,"654","DIM010319S79","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1596093","martes","jueves","viernes","martes","martes","miércoles",-13,-10,4,11,13,1
